Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
Rock Me Burger & Bar Nimman Branch,No Title,,"Been here with my friend, I had the Double Pork Burger and my friend had the Double Beef Burger. We both agreed that it's one of the best burgers we've ever had. From my personal experience, I thought the pork had a burst of flavour, the bun and cheese were soft and combined well, tomatoes very fresh, overall a great burger. The burgers came with a side of fries and onion rings, which were both on par with other burger joints. Our meal ended up being cheaper than the McDonalds meal we had the day before, and much much tastier! The only negative I could think of was that the waiter that served us was somewhat confused, and had to come back and review our order two times because of what I assume is just a language barrier, but it really had a minimal impact on our experience. By contrast, the owner is great and apologized on his behalf and made sure we were being looked after. Highly recommend coming down Loi Kroh road and checking out this great dining experience. Read less","December 1, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"Went here twice in our week in Chiang Mai. Had the standard burger both times, 180thb which is so cheap for what you get, beautiful burger with tasty chips. If you want an American style burger with great service and music here's your place. My GF had the chicken skewer and it was hugeeee, and really tasty too. Shame they don't have these places in the UK :)","November 23, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"Love their Pork Aloha burger with the black buns.It has some interesting tastes.. The meat patty has balanced taste - not too tasty but not bland. It looks like a huge serving but it's actually not that big. A little to the pricey side but I can understand because it's in the touristy area. Wanted to try the pork ribs but it only comes in one size, probably one person can't finish it alone. Next time! Service is good. If you are craving for gourmet' burgers, give this place a try!","November 22, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"After a hot day, all I wanted was a cold beer and some solid American food. The burger had some good flavor, but the patty had the texture and shape of being something that just came out of a box. Maybe this is the norm for Thailand and I'm just naive, but I was expecting more for a specifically burger restaurant. Good wait staff however - lots of people working, which meant there was alway someone walking by. And onion ring was good as well.","November 9, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"Went here quite a few times during our two months in Chiang Mai. The food has been fairly consistent my only complaint being that the sauce on the melted cow sandwich seems to vary somewhat. But my boyfriend loved the burgers and said the ribs were some of the best he had anywhere not just in SEA. Service is ok. The environment is a little odd, they are clearly aiming for a hard rock cafe feel but the interior is definately missing the mark and feels a bit like a canteen. But overall great dining experience if I was in Chiang Mai I would definately return.","November 4, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,Stopped here for lunch as fancied a burger. Sat outside on the bar stools where you watch them freshly prepare them. The burger I chose was very tasty and of good quality and the decent chips went well with it. Good menu with other things than burgers on it,"November 2, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,Great food great price and very friendly staff. The best burger in cm. I will be going back every week.,"October 25, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"The marketing of this place is very enticing. The photo and descriptions of their burgers really make you want to stop and try one. They are, indeed, impressive. Large size, with various choices. Some people may like the taste, but I wasn't overly impressed. Then again, it's not easy to find a good burger in Thailand. The Rock Me burgers are not bad, but most people can do better preparing your own at home. Certainly beats the fast food burgers, but at a much steeper price, of course. Located right on the main strip of pubs and bars, so it makes for a good food break between pub stops.","October 23, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"Rock me burgers and bar has the best burgers by far in thailand! I've seen some pretty awesome burgers in my day and none compare! The service is amazing, the music is rockin, and a chill atmosphere to top it off. Definitely a must see if you are up in chaing mai! Kudos Rock me burgers. Ill be back!","October 22, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"Went here for a dinner with a few of my friends because I heard they had some good burgers at Rock Me Burgers. Unfortunately, they were far from good. We all ordered our burgers well done and what we got was something like ""ultra-raw"". One of my friends even asked them to make another one which they agreed, the new one was still raw (it took them 20 minutes to make the new burger). I wouldn't suggest this place to anyone who likes to eat burgers (real american burgers).","October 14, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"We discovered Rock Me when walking to the Old Town. It was a little pricey but well worth it as the burgers are massive and good quality. We decided on the double burgers, and could bearly move after we had eaten. Both the ouside bar and inside space was nicely decorated.","September 15, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,I've had many burgers but the quality and size is something I really didn't expect!! Absolutely brilliant bit pricey for Thai but well worth it,"September 14, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,When you want something else than thai food...then this is à good choice. Maybe the chips can be a little bit more.but i eat really good here,"September 14, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"Had the cheese burger with the beef, rather than pork, patty. It was okay. The current trend of huge, unwieldy, burgers with giant patties is not to my personal taste. The patty itself is quite dense, as though packed together with machine strength pressure. Something I've experienced only in SEA. Otherwise a pleasant enough experience. Avoid the lime juice. It tastes like chemicals.","August 28, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,"A very nice bar situated in a busy part of Chiang Mai. Very friendly staff who made you feel very welcome and nothing was too much trouble. We visited on more than one occasion and were recognised each time we returned. Definitely recommend a meal, which were tastefully presented, along with a drink whilst soaking up the atmosphere. The best Singapore Sling in Chiang Mai! Dang the man is the waiter you need!!","August 22, 2014"
